"","senator","seniority_date","term","party","state","dob"
"385","Paul Wellstone","January 3, 1991",103,NA,NA,"1944-07-21"
"386","Harris Wofford","May 9, 1991",103,NA,NA,"1926-04-09"
"387","Dianne Feinstein","November 10, 1992",103,NA,NA,"1933-06-22"
"388","Byron Dorgan","December 15, 1992",103,NA,NA,"1942-05-14"
"389","Harlan Mathews","January 2, 1993",103,NA,NA,"1927-01-17"
"390","Barbara Boxer","January 3, 1993",103,NA,NA,"1940-11-11"
"391","Judd Gregg","January 3, 1993",103,NA,NA,"1947-02-14"
"392","Ben Nighthorse Campbell","January 3, 1993",103,NA,NA,"1933-04-13"
"393","Bob Krueger","January 3, 1993",103,NA,NA,"1935-09-19"
"394","Carol Moseley Braun","January 3, 1993",103,NA,NA,"1947-08-16"
"395","Lauch Faircloth","January 3, 1993",103,NA,NA,"1928-01-14"
"396","Paul Coverdell","January 3, 1993",103,NA,NA,"1939-01-20"
"397","Russ Feingold","January 3, 1993",103,NA,NA,"1953-03-02"
"398","Patty Murray","January 3, 1993",103,NA,NA,"1950-10-11"
"399","Bob Bennett","January 3, 1993",103,NA,NA,"1933-09-18"
"400","Dirk Kempthorne","January 3, 1993",103,NA,NA,"1951-10-29"
"401","Strom Thurmond","November 7, 1956",104,NA,NA,"1902-12-05"
"402","Robert Byrd","January 3, 1959",104,NA,NA,"1917-11-20"
"403","Claiborne Pell","January 3, 1961",104,NA,NA,"1918-11-22"
"404","Ted Kennedy","November 7, 1962",104,NA,NA,"1932-02-22"
"405","Daniel Inouye","January 3, 1963",104,NA,NA,"1924-09-07"
"406","Ernest Hollings","November 9, 1966",104,NA,NA,"1922-01-01"
"407","Mark Hatfield","January 10, 1967",104,NA,NA,"1922-07-12"
"408","Ted Stevens","December 24, 1968",104,NA,NA,"1923-11-18"
"409","Bob Dole","January 3, 1969",104,NA,NA,"1923-07-22"
"410","Bob Packwood","January 3, 1969",104,NA,NA,"1932-09-11"
"411","Bill Roth","January 1, 1971",104,NA,NA,"1921-07-22"
"412","Sam Nunn","November 8, 1972",104,NA,NA,"1938-09-08"
"413","Bennett Johnston Jr.","November 14, 1972",104,NA,NA,"1932-06-10"
"414","Jesse Helms","January 3, 1973",104,NA,NA,"1921-10-18"
"415","Pete Domenici","January 3, 1973",104,NA,NA,"1932-05-07"
"416","Joe Biden","January 3, 1973",104,NA,NA,"1942-11-20"
"417","John Glenn","December 24, 1974",104,NA,NA,"1921-07-18"
"418","Wendell H. Ford","December 28, 1974",104,NA,NA,"1924-09-08"
"419","Dale Bumpers","January 3, 1975",104,NA,NA,"1925-08-12"
"420","Patrick Leahy","January 3, 1975",104,NA,NA,"1940-03-31"
"421","John Chafee","December 29, 1976",104,NA,NA,"1922-10-22"
"422","Paul Sarbanes","January 3, 1977",104,NA,NA,"1933-02-03"
"423","Pat Moynihan","January 3, 1977",104,NA,NA,"1927-03-16"
"424","Richard Lugar","January 3, 1977",104,NA,NA,"1932-04-04"
"425","Orrin Hatch","January 3, 1977",104,NA,NA,"1934-03-22"
"426","Max Baucus","December 15, 1978",104,NA,NA,"1941-12-11"
"427","Nancy Kassebaum Baker","December 23, 1978",104,NA,NA,"1932-07-29"
"428","Thad Cochran","December 27, 1978",104,NA,NA,"1937-12-07"
"429","Alan K. Simpson","January 1, 1979",104,NA,NA,"1931-09-02"
"430","John Warner","January 2, 1979",104,NA,NA,"1927-02-18"
"431","David Pryor","January 3, 1979",104,NA,NA,"1934-08-29"
"432","William Cohen","January 3, 1979",104,NA,NA,"1940-08-28"
"433","Larry Pressler","January 3, 1979",104,NA,NA,"1942-03-29"
"434","J. James Exon","January 3, 1979",104,NA,NA,"1921-08-09"
"435","Carl Levin","January 3, 1979",104,NA,NA,"1934-06-28"
"436","Bill Bradley","January 3, 1979",104,NA,NA,"1943-07-28"
"437","Howell Heflin","January 3, 1979",104,NA,NA,"1921-06-19"
"438","Chris Dodd","January 3, 1981",104,NA,NA,"1944-05-27"
"439","Chuck Grassley","January 3, 1981",104,NA,NA,"1933-09-17"
"440","Al D'Amato","January 3, 1981",104,NA,NA,"1937-08-01"
"441","Arlen Specter","January 3, 1981",104,NA,NA,"1930-02-12"
"442","Don Nickles","January 3, 1981",104,NA,NA,"1948-12-06"
"443","Frank Murkowski","January 3, 1981",104,NA,NA,"1933-03-28"
"444","Frank Lautenberg","December 27, 1982",104,NA,NA,"1924-01-23"
"445","Jeff Bingaman","January 3, 1983",104,NA,NA,"1943-10-03"
"446","John Kerry","January 2, 1985",104,NA,NA,"1943-12-11"
"447","Paul Simon","January 3, 1985",104,NA,NA,"1941-10-13"
"448","Tom Harkin","January 3, 1985",104,NA,NA,"1939-11-19"
"449","Phil Gramm","January 3, 1985",104,NA,NA,"1942-07-08"
"450","Mitch McConnell","January 3, 1985",104,NA,NA,"1942-02-20"
"451","Jay Rockefeller","January 15, 1985",104,NA,NA,"1937-06-18"
"452","John Breaux","January 3, 1987",104,NA,NA,"1944-03-01"
"453","Barbara Mikulski","January 3, 1987",104,NA,NA,"1936-07-20"
"454","Richard Shelby","January 3, 1987",104,NA,NA,"1934-05-06"
"455","Tom Daschle","January 3, 1987",104,NA,NA,"1947-12-09"
"456","John McCain","January 3, 1987",104,NA,NA,"1936-08-29"
"457","Harry Reid","January 3, 1987",104,NA,NA,"1939-12-02"
"458","Bob Graham","January 3, 1987",104,NA,NA,"1936-11-09"
"459","Kit Bond","January 3, 1987",104,NA,NA,"1939-03-06"
"460","Kent Conrad","January 3, 1987",104,NA,NA,"1948-03-12"
"461","Slade Gorton","January 3, 1989",104,NA,NA,"1928-01-08"
"462","Trent Lott","January 3, 1989",104,NA,NA,"1941-10-09"
"463","Jim Jeffords","January 3, 1989",104,NA,NA,"1934-05-11"
"464","Dan Coats","January 3, 1989",104,NA,NA,"1943-05-16"
"465","Connie Mack","January 3, 1989",104,NA,NA,"1940-10-29"
"466","Richard Bryan","January 3, 1989",104,NA,NA,"1937-07-16"
"467","Chuck Robb","January 3, 1989",104,NA,NA,"1939-06-26"
"468","Bob Kerrey","January 3, 1989",104,NA,NA,"1943-08-27"
"469","Herb Kohl","January 3, 1989",104,NA,NA,"1935-02-07"
"470","Joe Lieberman","January 3, 1989",104,NA,NA,"1942-02-24"
"471","Conrad Burns","January 3, 1989",104,NA,NA,"1935-01-25"
"472","Daniel Akaka","May 16, 1990",104,NA,NA,"1924-09-11"
"473","Bob Smith","December 7, 1990",104,NA,NA,"1941-03-30"
"474","Hank Brown","January 3, 1991",104,NA,NA,"1940-02-12"
"475","Larry Craig","January 3, 1991",104,NA,NA,"1945-07-20"
"476","Paul Wellstone","January 3, 1991",104,NA,NA,"1944-07-21"
"477","Dianne Feinstein","November 10, 1992",104,NA,NA,"1933-06-22"
"478","Byron Dorgan","December 15, 1992",104,NA,NA,"1942-05-14"
"479","Barbara Boxer","January 3, 1993",104,NA,NA,"1940-11-11"
"480","Judd Gregg","January 3, 1993",104,NA,NA,"1947-02-14"
"481","Ben Nighthorse Campbell","January 3, 1993",104,NA,NA,"1933-04-13"
"482","Carol Moseley Braun","January 3, 1993",104,NA,NA,"1947-08-16"
"483","Lauch Faircloth","January 3, 1993",104,NA,NA,"1928-01-14"
"484","Paul Coverdell","January 3, 1993",104,NA,NA,"1939-01-20"
"485","Russ Feingold","January 3, 1993",104,NA,NA,"1953-03-02"
"486","Patty Murray","January 3, 1993",104,NA,NA,"1950-10-11"
"487","Bob Bennett","January 3, 1993",104,NA,NA,"1933-09-18"
"488","Dirk Kempthorne","January 3, 1993",104,NA,NA,"1951-10-29"
"489","Kay Bailey Hutchison","June 14, 1993",104,NA,NA,"1943-07-22"
"490","Jim Inhofe","November 17, 1994",104,NA,NA,"1934-11-17"
"491","Fred Thompson","December 2, 1994",104,NA,NA,"1942-08-19"
"492","Olympia Snowe","January 3, 1995",104,NA,NA,"1947-02-21"
"493","Mike DeWine","January 3, 1995",104,NA,NA,"1947-01-05"
"494","Jon Kyl","January 3, 1995",104,NA,NA,"1942-04-25"
"495","Craig L. Thomas","January 3, 1995",104,NA,NA,"1933-02-17"
"496","Rick Santorum","January 3, 1995",104,NA,NA,"1958-05-10"
"497","Rod Grams","January 3, 1995",104,NA,NA,"1948-02-04"
"498","John Ashcroft","January 3, 1995",104,NA,NA,"1942-05-09"
"499","Spencer Abraham","January 3, 1995",104,NA,NA,"1952-06-12"
"500","Bill Frist","January 3, 1995",104,NA,NA,"1952-02-22"
"501","Strom Thurmond","November 7, 1956",105,NA,NA,"1902-12-05"
"502","Robert Byrd","January 3, 1959",105,NA,NA,"1917-11-20"
"503","Ted Kennedy","November 7, 1962",105,NA,NA,"1932-02-22"
"504","Daniel Inouye","January 3, 1963",105,NA,NA,"1924-09-07"
"505","Ernest Hollings","November 9, 1966",105,NA,NA,"1922-01-01"
"506","Ted Stevens","December 24, 1968",105,NA,NA,"1923-11-18"
"507","Bill Roth","January 1, 1971",105,NA,NA,"1921-07-22"
"508","Jesse Helms","January 3, 1973",105,NA,NA,"1921-10-18"
"509","Pete Domenici","January 3, 1973",105,NA,NA,"1932-05-07"
"510","Joe Biden","January 3, 1973",105,NA,NA,"1942-11-20"
"511","John Glenn","December 24, 1974",105,NA,NA,"1921-07-18"
"512","Wendell H. Ford","December 28, 1974",105,NA,NA,"1924-09-08"
"513","Dale Bumpers","January 3, 1975",105,NA,NA,"1925-08-12"
"514","Patrick Leahy","January 3, 1975",105,NA,NA,"1940-03-31"
"515","John Chafee","December 29, 1976",105,NA,NA,"1922-10-22"
"516","Paul Sarbanes","January 3, 1977",105,NA,NA,"1933-02-03"
"517","Daniel Patrick Moynihan","January 3, 1977",105,NA,NA,"1927-03-16"
"518","Richard Lugar","January 3, 1977",105,NA,NA,"1932-04-04"
"519","Orrin Hatch","January 3, 1977",105,NA,NA,"1934-03-22"
"520","Max Baucus","December 15, 1978",105,NA,NA,"1941-12-11"
"521","Thad Cochran","December 27, 1978",105,NA,NA,"1937-12-07"
"522","John Warner","January 2, 1979",105,NA,NA,"1927-02-18"
"523","Carl Levin","January 3, 1979",105,NA,NA,"1934-06-28"
"524","Chris Dodd","January 3, 1981",105,NA,NA,"1944-05-27"
"525","Chuck Grassley","January 3, 1981",105,NA,NA,"1933-09-17"
"526","Al D'Amato","January 3, 1981",105,NA,NA,"1937-08-01"
"527","Arlen Specter","January 3, 1981",105,NA,NA,"1930-02-12"
"528","Don Nickles","January 3, 1981",105,NA,NA,"1948-12-06"
"529","Frank Murkowski","January 3, 1981",105,NA,NA,"1933-03-28"
"530","Frank Lautenberg","December 27, 1982",105,NA,NA,"1924-01-23"
"531","Jeff Bingaman","January 3, 1983",105,NA,NA,"1943-10-03"
"532","John Kerry","January 2, 1985",105,NA,NA,"1943-12-11"
"533","Tom Harkin","January 3, 1985",105,NA,NA,"1939-11-19"
"534","Phil Gramm","January 3, 1985",105,NA,NA,"1942-07-08"
"535","Mitch McConnell","January 3, 1985",105,NA,NA,"1942-02-20"
"536","Jay Rockefeller","January 15, 1985",105,NA,NA,"1937-06-18"
"537","John Breaux","January 3, 1987",105,NA,NA,"1944-03-01"
"538","Barbara Mikulski","January 3, 1987",105,NA,NA,"1936-07-20"
"539","Richard Shelby","January 3, 1987",105,NA,NA,"1934-05-06"
"540","Tom Daschle","January 3, 1987",105,NA,NA,"1947-12-09"
"541","John McCain","January 3, 1987",105,NA,NA,"1936-08-29"
"542","Harry Reid","January 3, 1987",105,NA,NA,"1939-12-02"
"543","Bob Graham","January 3, 1987",105,NA,NA,"1936-11-09"
"544","Kit Bond","January 3, 1987",105,NA,NA,"1939-03-06"
"545","Kent Conrad","January 3, 1987",105,NA,NA,"1948-03-12"
"546","Slade Gorton","January 3, 1989",105,NA,NA,"1928-01-08"
"547","Trent Lott","January 3, 1989",105,NA,NA,"1941-10-09"
"548","Jim Jeffords","January 3, 1989",105,NA,NA,"1934-05-11"
"549","Dan Coats","January 3, 1989",105,NA,NA,"1943-05-16"
"550","Connie Mack","January 3, 1989",105,NA,NA,"1940-10-29"
"551","Richard Bryan","January 3, 1989",105,NA,NA,"1937-07-16"
"552","Chuck Robb","January 3, 1989",105,NA,NA,"1939-06-26"
"553","Bob Kerrey","January 3, 1989",105,NA,NA,"1943-08-27"
"554","Herb Kohl","January 3, 1989",105,NA,NA,"1935-02-07"
"555","Joe Lieberman","January 3, 1989",105,NA,NA,"1942-02-24"
"556","Conrad Burns","January 3, 1989",105,NA,NA,"1935-01-25"
"557","Daniel Akaka","May 16, 1990",105,NA,NA,"1924-09-11"
"558","Bob Smith","December 7, 1990",105,NA,NA,"1941-03-30"
"559","Larry Craig","January 3, 1991",105,NA,NA,"1945-07-20"
"560","Paul Wellstone","January 3, 1991",105,NA,NA,"1944-07-21"
"561","Dianne Feinstein","November 10, 1992",105,NA,NA,"1933-06-22"
"562","Byron Dorgan","December 15, 1992",105,NA,NA,"1942-05-14"
"563","Barbara Boxer","January 3, 1993",105,NA,NA,"1940-11-11"
"564","Judd Gregg","January 3, 1993",105,NA,NA,"1947-02-14"
"565","Ben Nighthorse Campbell","January 3, 1993",105,NA,NA,"1933-04-13"
"566","Carol Moseley Braun","January 3, 1993",105,NA,NA,"1947-08-16"
"567","Lauch Faircloth","January 3, 1993",105,NA,NA,"1928-01-14"
"568","Paul Coverdell","January 3, 1993",105,NA,NA,"1939-01-20"
"569","Russ Feingold","January 3, 1993",105,NA,NA,"1953-03-02"
"570","Patty Murray","January 3, 1993",105,NA,NA,"1950-10-11"
"571","Bob Bennett","January 3, 1993",105,NA,NA,"1933-09-18"
"572","Dirk Kempthorne","January 3, 1993",105,NA,NA,"1951-10-29"
"573","Kay Bailey Hutchison","June 14, 1993",105,NA,NA,"1943-07-22"
"574","Jim Inhofe","November 17, 1994",105,NA,NA,"1934-11-17"
"575","Fred Thompson","December 2, 1994",105,NA,NA,"1942-08-19"
"576","Olympia Snowe","January 3, 1995",105,NA,NA,"1947-02-21"
"577","Mike DeWine","January 3, 1995",105,NA,NA,"1947-01-05"
"578","Jon Kyl","January 3, 1995",105,NA,NA,"1942-04-25"
"579","Craig L. Thomas","January 3, 1995",105,NA,NA,"1933-02-17"
"580","Rick Santorum","January 3, 1995",105,NA,NA,"1958-05-10"
"581","Rod Grams","January 3, 1995",105,NA,NA,"1948-02-04"
"582","John Ashcroft","January 3, 1995",105,NA,NA,"1942-05-09"
"583","Spencer Abraham","January 3, 1995",105,NA,NA,"1952-06-12"
"584","Bill Frist","January 3, 1995",105,NA,NA,"1952-02-22"
"585","Ron Wyden","February 6, 1996",105,NA,NA,"1949-05-03"
"586","Sam Brownback","November 7, 1996",105,NA,NA,"1956-09-12"
"587","Pat Roberts","January 3, 1997",105,NA,NA,"1936-04-20"
"588","Dick Durbin","January 3, 1997",105,NA,NA,"1944-11-21"
"589","Robert Torricelli","January 3, 1997",105,NA,NA,"1951-08-27"
"590","Tim Johnson","January 3, 1997",105,NA,NA,"1946-12-28"
"591","Wayne Allard","January 3, 1997",105,NA,NA,"1943-12-02"
"592","Jack Reed","January 3, 1997",105,NA,NA,"1949-11-12"
"593","Tim Hutchinson","January 3, 1997",105,NA,NA,"1949-08-11"
"594","Max Cleland","January 3, 1997",105,NA,NA,"1942-08-24"
"595","Mary Landrieu","January 3, 1997",105,NA,NA,"1955-11-23"
"596","Jeff Sessions","January 3, 1997",105,NA,NA,"1946-12-24"
"597","Gordon H. Smith","January 3, 1997",105,NA,NA,"1952-05-25"
"598","Chuck Hagel","January 3, 1997",105,NA,NA,"1946-10-04"
"599","Susan Collins","January 3, 1997",105,NA,NA,"1952-12-07"
"600","Mike Enzi","January 3, 1997",105,NA,NA,"1944-02-01"
"601","Strom Thurmond","November 7, 1956",106,NA,NA,"1902-12-05"
"602","Robert Byrd","January 3, 1959",106,NA,NA,"1917-11-20"
"603","Ted Kennedy","November 7, 1962",106,NA,NA,"1932-02-22"
"604","Daniel Inouye","January 3, 1963",106,NA,NA,"1924-09-07"
"605","Fritz Hollings","November 9, 1966",106,NA,NA,"1922-01-01"
"606","Ted Stevens","December 24, 1968",106,NA,NA,"1923-11-18"
"607","Bill Roth","January 1, 1971",106,NA,NA,"1921-07-22"
"608","Jesse Helms","January 3, 1973",106,NA,NA,"1921-10-18"
"609","Pete Domenici","January 3, 1973",106,NA,NA,"1932-05-07"
"610","Joe Biden","January 3, 1973",106,NA,NA,"1942-11-20"
"611","Patrick Leahy","January 3, 1975",106,NA,NA,"1940-03-31"
"612","John Chafee","December 29, 1976",106,NA,NA,"1922-10-22"
"613","Paul Sarbanes","January 3, 1977",106,NA,NA,"1933-02-03"
"614","Daniel Patrick Moynihan","January 3, 1977",106,NA,NA,"1927-03-16"
"615","Richard Lugar","January 3, 1977",106,NA,NA,"1932-04-04"
"616","Orrin Hatch","January 3, 1977",106,NA,NA,"1934-03-22"
"617","Max Baucus","December 15, 1978",106,NA,NA,"1941-12-11"
"618","Thad Cochran","December 27, 1978",106,NA,NA,"1937-12-07"
"619","John Warner","January 2, 1979",106,NA,NA,"1927-02-18"
"620","Carl Levin","January 3, 1979",106,NA,NA,"1934-06-28"
"621","Chris Dodd","January 3, 1981",106,NA,NA,"1944-05-27"
"622","Chuck Grassley","January 3, 1981",106,NA,NA,"1933-09-17"
"623","Arlen Specter","January 3, 1981",106,NA,NA,"1930-02-12"
"624","Don Nickles","January 3, 1981",106,NA,NA,"1948-12-06"
"625","Frank Murkowski","January 3, 1981",106,NA,NA,"1933-03-28"
"626","Frank Lautenberg","December 27, 1982",106,NA,NA,"1924-01-23"
"627","Jeff Bingaman","January 3, 1983",106,NA,NA,"1943-10-03"
"628","John Kerry","January 2, 1985",106,NA,NA,"1943-12-11"
"629","Tom Harkin","January 3, 1985",106,NA,NA,"1939-11-19"
"630","Phil Gramm","January 3, 1985",106,NA,NA,"1942-07-08"
"631","Mitch McConnell","January 3, 1985",106,NA,NA,"1942-02-20"
"632","Jay Rockefeller","January 15, 1985",106,NA,NA,"1937-06-18"
"633","John Breaux","January 3, 1987",106,NA,NA,"1944-03-01"
"634","Barbara Mikulski","January 3, 1987",106,NA,NA,"1936-07-20"
"635","Richard Shelby","January 3, 1987",106,NA,NA,"1934-05-06"
"636","Tom Daschle","January 3, 1987",106,NA,NA,"1947-12-09"
"637","John McCain","January 3, 1987",106,NA,NA,"1936-08-29"
"638","Harry Reid","January 3, 1987",106,NA,NA,"1939-12-02"
"639","Bob Graham","January 3, 1987",106,NA,NA,"1936-11-09"
"640","Kit Bond","January 3, 1987",106,NA,NA,"1939-03-06"
"641","Kent Conrad","January 3, 1987",106,NA,NA,"1948-03-12"
"642","Slade Gorton","January 3, 1989",106,NA,NA,"1928-01-08"
"643","Trent Lott","January 3, 1989",106,NA,NA,"1941-10-09"
"644","Jim Jeffords","January 3, 1989",106,NA,NA,"1934-05-11"
"645","Connie Mack III","January 3, 1989",106,NA,NA,"1940-10-29"
"646","Richard Bryan","January 3, 1989",106,NA,NA,"1937-07-16"
"647","Chuck Robb","January 3, 1989",106,NA,NA,"1939-06-26"
"648","Bob Kerrey","January 3, 1989",106,NA,NA,"1943-08-27"
"649","Herb Kohl","January 3, 1989",106,NA,NA,"1935-02-07"
"650","Joe Lieberman","January 3, 1989",106,NA,NA,"1942-02-24"
"651","Conrad Burns","January 3, 1989",106,NA,NA,"1935-01-25"
"652","Daniel Akaka","May 16, 1990",106,NA,NA,"1924-09-11"
"653","Bob Smith","December 7, 1990",106,NA,NA,"1941-03-30"
"654","Larry Craig","January 3, 1991",106,NA,NA,"1945-07-20"
"655","Paul Wellstone","January 3, 1991",106,NA,NA,"1944-07-21"
"656","Dianne Feinstein","November 10, 1992",106,NA,NA,"1933-06-22"
"657","Byron Dorgan","December 15, 1992",106,NA,NA,"1942-05-14"
"658","Barbara Boxer","January 3, 1993",106,NA,NA,"1940-11-11"
"659","Judd Gregg","January 3, 1993",106,NA,NA,"1947-02-14"
"660","Ben Nighthorse Campbell","January 3, 1993",106,NA,NA,"1933-04-13"
"661","Paul Coverdell","January 3, 1993",106,NA,NA,"1939-01-20"
"662","Russ Feingold","January 3, 1993",106,NA,NA,"1953-03-02"
"663","Patty Murray","January 3, 1993",106,NA,NA,"1950-10-11"
"664","Bob Bennett","January 3, 1993",106,NA,NA,"1933-09-18"
"665","Kay Bailey Hutchison","June 14, 1993",106,NA,NA,"1943-07-22"
"666","Jim Inhofe","November 17, 1994",106,NA,NA,"1934-11-17"
"667","Fred Thompson","December 2, 1994",106,NA,NA,"1942-08-19"
"668","Olympia Snowe","January 3, 1995",106,NA,NA,"1947-02-21"
"669","Mike DeWine","January 3, 1995",106,NA,NA,"1947-01-05"
"670","Jon Kyl","January 3, 1995",106,NA,NA,"1942-04-25"
"671","Craig L. Thomas","January 3, 1995",106,NA,NA,"1933-02-17"
"672","Rick Santorum","January 3, 1995",106,NA,NA,"1958-05-10"
"673","Rod Grams","January 3, 1995",106,NA,NA,"1948-02-04"
"674","John Ashcroft","January 3, 1995",106,NA,NA,"1942-05-09"
"675","Spencer Abraham","January 3, 1995",106,NA,NA,"1952-06-12"
"676","Bill Frist","January 3, 1995",106,NA,NA,"1952-02-22"
"677","Ron Wyden","February 6, 1996",106,NA,NA,"1949-05-03"
"678","Sam Brownback","November 7, 1996",106,NA,NA,"1956-09-12"
"679","Pat Roberts","January 3, 1997",106,NA,NA,"1936-04-20"
"680","Dick Durbin","January 3, 1997",106,NA,NA,"1944-11-21"
"681","Robert Torricelli","January 3, 1997",106,NA,NA,"1951-08-27"
"682","Tim Johnson","January 3, 1997",106,NA,NA,"1946-12-28"
"683","Wayne Allard","January 3, 1997",106,NA,NA,"1943-12-02"
"684","Jack Reed","January 3, 1997",106,NA,NA,"1949-11-12"
"685","Tim Hutchinson","January 3, 1997",106,NA,NA,"1949-08-11"
"686","Max Cleland","January 3, 1997",106,NA,NA,"1942-08-24"
"687","Mary Landrieu","January 3, 1997",106,NA,NA,"1955-11-23"
"688","Jeff Sessions","January 3, 1997",106,NA,NA,"1946-12-24"
"689","Gordon H. Smith","January 3, 1997",106,NA,NA,"1952-05-25"
"690","Chuck Hagel","January 3, 1997",106,NA,NA,"1946-10-04"
"691","Susan Collins","January 3, 1997",106,NA,NA,"1952-12-07"
"692","Mike Enzi","January 3, 1997",106,NA,NA,"1944-02-01"
"693","Chuck Schumer","January 3, 1999",106,NA,NA,"1950-11-23"
"694","Jim Bunning","January 3, 1999",106,NA,NA,"1931-10-23"
"695","Mike Crapo","January 3, 1999",106,NA,NA,"1951-05-20"
"696","Blanche Lincoln","January 3, 1999",106,NA,NA,"1960-09-30"
"697","George Voinovich","January 3, 1999",106,NA,NA,"1936-07-15"
"698","Evan Bayh","January 3, 1999",106,NA,NA,"1955-12-26"
"699","Peter Fitzgerald","January 3, 1999",106,NA,NA,"1960-10-20"
"700","John Edwards","January 3, 1999",106,NA,NA,"1953-06-10"
"701","Strom Thurmond","November 7, 1956",107,NA,NA,"1902-12-05"
"702","Robert Byrd","January 3, 1959",107,NA,NA,"1917-11-20"
"703","Ted Kennedy","November 7, 1962",107,NA,NA,"1932-02-22"
"704","Daniel Inouye","January 3, 1963",107,NA,NA,"1924-09-07"
"705","Ernest Hollings","November 9, 1966",107,NA,NA,"1922-01-01"
"706","Ted Stevens","December 24, 1968",107,NA,NA,"1923-11-18"
"707","Jesse Helms","January 3, 1973",107,NA,NA,"1921-10-18"
"708","Pete Domenici","January 3, 1973",107,NA,NA,"1932-05-07"
"709","Joe Biden","January 3, 1973",107,NA,NA,"1942-11-20"
"710","Patrick Leahy","January 3, 1975",107,NA,NA,"1940-03-31"
"711","Paul Sarbanes","January 3, 1977",107,NA,NA,"1933-02-03"
"712","Richard Lugar","January 3, 1977",107,NA,NA,"1932-04-04"
"713","Orrin Hatch","January 3, 1977",107,NA,NA,"1934-03-22"
"714","Max Baucus","December 15, 1978",107,NA,NA,"1941-12-11"
"715","Thad Cochran","December 27, 1978",107,NA,NA,"1937-12-07"
"716","John Warner","January 2, 1979",107,NA,NA,"1927-02-18"
"717","Carl Levin","January 3, 1979",107,NA,NA,"1934-06-28"
"718","Chris Dodd","January 3, 1981",107,NA,NA,"1944-05-27"
"719","Chuck Grassley","January 3, 1981",107,NA,NA,"1933-09-17"
